ip,port,err,checkurl,g_idx
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,36
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,36
79.143.225.152,60517,Server disconnected,https://www.whatismyip.com.tw/tw/,37
79.143.225.152,60517,asyncio.exceptions.TimeoutError,https://www.myip.com/,37
79.143.225.152,60517,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,37
79.143.225.152,60517,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,37
79.143.225.152,60517,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,37
79.143.225.152,60517,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,37
79.143.225.152,60517,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,37
79.143.87.134,9090,Server disconnected,https://www.whatismyip.com.tw/tw/,38
79.143.87.134,9090,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,38
79.143.87.134,9090,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,38
79.143.87.134,9090,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,38
79.143.87.134,9090,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,38
79.143.87.134,9090,"status=403, or ip not show in checkurl",https://www.myip.com/,38
79.143.87.134,9090,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,38
79.143.87.136,9090,Server disconnected,https://www.whatismyip.com.tw/tw/,39
79.143.87.136,9090,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,39
79.143.87.136,9090,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,39
79.143.87.136,9090,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,39
79.143.87.136,9090,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,39
79.143.87.136,9090,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,39
79.143.87.136,9090,"status=403, or ip not show in checkurl",https://www.myip.com/,39
79.143.87.138,9090,Server disconnected,https://www.whatismyip.com.tw/tw/,40
79.143.87.138,9090,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,40
79.143.87.138,9090,"status=200, or ip not show in checkurl",https://httpbin.org/ip,40
79.143.87.138,9090,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,40
79.143.87.138,9090,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,40
79.143.87.138,9090,"status=403, or ip not show in checkurl",https://www.myip.com/,40
79.143.87.138,9090,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,40
80.93.212.42,3153,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,41
80.93.212.42,3153,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,41
80.93.212.42,3153,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,41
80.93.212.42,3153,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,41
80.93.212.42,3153,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,41
80.93.212.42,3153,asyncio.exceptions.TimeoutError,https://www.myip.com/,41
80.93.212.42,3153,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,41
85.187.184.129,8080,[Errno 104] Connection reset by peer,https://www.myip.com/,42
85.187.184.129,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,42
85.187.184.129,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,42
